Subject,Fp1_delta,Fp1_theta,Fp1_alpha,Fp1_beta,Fp1_gamma,Fp2_delta,Fp2_theta,Fp2_alpha,Fp2_beta,Fp2_gamma,F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma,C3_delta,C3_theta,C3_alpha,C3_beta,C3_gamma,C4_delta,C4_theta,C4_alpha,C4_beta,C4_gamma,P3_delta,P3_theta,P3_alpha,P3_beta,P3_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,T3_delta,T3_theta,T3_alpha,T3_beta,T3_gamma,T4_delta,T4_theta,T4_alpha,T4_beta,T4_gamma,T5_delta,T5_theta,T5_alpha,T5_beta,T5_gamma,T6_delta,T6_theta,T6_alpha,T6_beta,T6_gamma,Fz_delta,Fz_theta,Fz_alpha,Fz_beta,Fz_gamma,Cz_delta,Cz_theta,Cz_alpha,Cz_beta,Cz_gamma,Pz_delta,Pz_theta,Pz_alpha,Pz_beta,Pz_gamma
sub-068,5.2766590815284944e-12,7.337582528457732e-13,1.1526872757233863e-12,2.8863268181429726e-13,2.323163680597808e-13,1.1583712015330817e-12,2.5539410629197284e-13,8.62505436939848e-13,6.863056383170041e-14,3.5854960140453664e-14,2.6834146213964313e-12,6.012202983129922e-13,1.1270975179854843e-12,2.0317533107743354e-13,1.0776588722860797e-13,2.753859491372092e-12,4.770878797932802e-13,1.0047805813145997e-12,1.7115109158728881e-13,9.365429560217292e-14,1.4301316298476352e-12,3.198487617088373e-13,7.649074967819449e-13,1.5723804769323082e-13,6.676355882579554e-14,1.7151130512707577e-12,3.6396048574599287e-13,9.489091994707948e-13,1.7156179526014506e-13,3.8317210692208555e-14,1.0440958292864612e-12,2.9349168843307787e-13,1.2908825369711566e-12,1.4774457015237696e-13,3.554714809386363e-14,3.0274921952849555e-12,4.855078816857094e-13,2.0619345373857975e-12,1.694550319651324e-13,3.607046591260693e-14,3.159765777454701e-12,6.749853530158948e-13,1.9085664846756772e-12,1.4618133280655714e-13,4.116988034316339e-14,2.4623646492975844e-11,9.241598224778912e-13,2.1570228881068655e-12,1.6094771733280096e-13,4.50968708606732e-14,5.938994464443747e-12,4.990281760098265e-13,1.041614887536414e-12,2.5802475484358396e-13,2.340200728707748e-13,2.1577060223104067e-12,3.600202929290106e-13,7.891498718068051e-13,1.224628927383861e-13,7.581646247026903e-14,1.5235464945166907e-12,5.004327647535948e-13,1.340385451617034e-12,2.6887015963009933e-13,2.2857439064518233e-13,1.941141703324958e-12,3.5682836684926883e-13,7.281905518067783e-13,1.5457668611275194e-13,8.836767699133777e-14,3.042522468726895e-12,1.322687649480418e-12,4.544436994809442e-12,2.20946540499773e-13,5.915851137229338e-14,5.6870349389414194e-12,8.768274915809575e-13,3.45657531076205e-12,1.8536663690073675e-13,4.876785527347051e-14,1.889359606173009e-12,6.357470381885622e-13,1.2099256670976746e-12,1.200355318654922e-13,4.305903507559534e-14,1.4764738088934928e-12,4.623947823886053e-13,9.502297160606833e-13,9.48252379363733e-14,2.4794754920797958e-14,1.4909945041008893e-12,2.574616590426199e-13,1.136678435229563e-12,8.20813144233824e-14,2.5641250388104906e-14
sub-069,2.1710931768269562e-11,8.112660485071961e-12,3.6053123790412416e-12,9.444653175584793e-13,6.540010645388788e-13,8.897932355224919e-12,7.279132115824152e-12,2.716403682108237e-12,2.3131852913956164e-13,7.929210828913607e-14,1.8388372643728446e-11,9.80691545857534e-12,4.09848751799742e-12,6.968518032518897e-13,2.4802208664821867e-13,9.384190769044499e-12,1.1477513623209188e-11,3.988763083813623e-12,6.939371348198735e-13,1.687207944037907e-13,5.318192774061614e-12,1.121730628797339e-11,4.002528660901265e-12,7.017331397601505e-13,1.2978492621360206e-13,5.092011366328365e-12,9.184046308532493e-12,3.428263763823907e-12,5.295958685361606e-13,8.623462835997406e-14,1.479452550564595e-11,2.0979936195279074e-11,7.69097033147893e-12,4.58907725352033e-13,6.598982077845566e-14,1.4694545574428077e-11,1.2989132207870738e-11,5.810607224178505e-12,3.7124526715481804e-13,5.4100811327660796e-14,2.2542909471341568e-11,1.705438922337593e-11,6.9331879240396505e-12,3.7071415477588086e-13,5.869132878084176e-14,1.6779763247080308e-11,1.317056496098033e-11,6.339557802121346e-12,3.08098365029555e-13,5.0073255473732054e-14,2.0226982827391977e-11,1.1478300683438377e-11,5.207860139142838e-12,5.635214824976848e-13,3.3016056800573354e-13,1.1132839155334343e-11,9.30597848513913e-12,3.952964342860195e-12,5.576650114986458e-13,2.6267587887808326e-13,1.0432637069106313e-11,1.842562463705315e-11,6.83134829931665e-12,9.531093402246412e-13,6.309862235692055e-13,8.209129917488962e-12,1.1825302859004774e-11,5.043701967519616e-12,6.777944110704637e-13,5.055108612963395e-13,1.9999732205837875e-11,2.4099164440800824e-11,6.917469025630551e-12,3.927615130881409e-13,7.422879985574313e-14,1.894163511480771e-11,1.9698451023690024e-11,7.168164990670074e-12,3.525917498442721e-13,6.017800986563479e-14,1.1590676858537884e-11,1.5188353118453692e-11,5.814694093000459e-12,4.2444357647606654e-13,7.312190004578399e-14,7.450623868709091e-12,2.166326564405171e-11,8.511376428842794e-12,6.985181264458527e-13,7.1085827355122e-14,9.694905554762092e-12,1.7857119037686576e-11,1.104785719942352e-11,3.5727936004655424e-13,5.430122716581436e-14
sub-070,9.777375531183918e-13,2.3332369576015397e-13,3.079755791335014e-13,9.776929209851079e-14,5.514119975777816e-14,2.771258133872468e-13,7.892965807018413e-14,9.352303935626836e-14,3.113980558762303e-14,1.1923462628645857e-14,5.536275400107551e-12,6.637585136603e-13,6.396587428492352e-13,6.683193838183457e-13,4.802787132168956e-13,8.721031167078696e-13,4.0858105085738605e-13,3.318697008714959e-13,1.8297616748871123e-13,7.537978062024434e-14,1.0216696979325786e-12,3.458478009139035e-13,3.556983763184757e-13,2.3529764582524477e-13,8.421467935217548e-14,1.2313579738709332e-12,3.3220034444143255e-13,3.7569842565010914e-13,1.746806729492844e-13,3.5000899358214295e-14,1.2452078856356808e-12,3.78213420950828e-13,5.449290146443702e-13,1.4172357552333683e-13,4.523200624574254e-14,2.760814008125946e-12,4.079522131067878e-13,5.621929949039446e-13,1.6176481139942404e-13,4.789145716723717e-14,1.9563385583983754e-12,4.82495781872459e-13,6.097202720834203e-13,1.5307308385408236e-13,6.807279798479557e-14,1.1193031220772598e-12,4.124918615373311e-13,5.743656428722802e-13,1.445108994190958e-13,6.847584489510284e-14,3.292923142272687e-12,8.039867210795186e-13,1.091820263578436e-12,3.657726543727994e-13,2.209881484065793e-13,2.372610098444704e-13,8.261085490212403e-14,1.0049981328088742e-13,4.0719371888200255e-14,1.7926544053166126e-14,3.647970236424763e-12,8.829412720689796e-13,1.4851725069707306e-12,1.5827395461412308e-12,1.0359061088355767e-12,2.4526257279620653e-12,6.240233127400923e-13,6.352815907711785e-13,2.277411155939462e-13,1.3850978010298e-13,9.960498084707894e-13,6.311548023848072e-13,7.871090263513135e-13,2.1137704968846862e-13,1.416492159714629e-13,2.4555438282621564e-12,7.037430846701398e-13,6.638753035728777e-13,2.0773924834322353e-13,1.8983410888334107e-13,1.7020806219514373e-12,6.204049115417918e-13,3.636808013161195e-13,1.6913718981134866e-13,7.151253772915002e-14,2.5359439501324738e-12,1.052464911848124e-12,4.937722686056858e-13,2.2195078129631868e-13,7.025174427508697e-14,7.582763942086257e-13,2.4274562401134776e-13,3.6242136659628297e-13,1.0682896040825446e-13,2.5860008517645873e-14
sub-071,2.5980196623139297e-12,5.586717098681748e-13,1.8705259362167793e-12,2.3782926215265577e-13,1.2532673230425554e-13,2.8574404572358277e-12,5.918876573148559e-13,2.0535346645696304e-12,2.5132028062973757e-13,1.1041222922248826e-13,2.0319944078441314e-12,6.494309851125934e-13,1.4150009086764863e-12,3.434483479317727e-13,2.0617945318143029e-13,1.967675738001553e-12,5.721474447315329e-13,1.6358340634383662e-12,4.124197317621839e-13,2.5162730373947127e-13,1.0430055274710695e-12,4.0914426366861526e-13,1.232068417313924e-12,3.9416274355808847e-13,2.2819240391070035e-13,1.3324123935911138e-12,5.450088568860886e-13,1.0455289075202056e-12,4.371033663299332e-13,1.6066247416490077e-13,1.5179886456692298e-12,6.82627748106596e-13,3.88403319983134e-12,3.378116350449236e-13,6.370042880770705e-14,1.949754487141721e-12,7.873835079705664e-13,2.7640527967487344e-12,4.1591321116259463e-13,6.73558211498969e-14,2.9261252267952706e-12,8.118422789413734e-13,3.2896151077694e-12,3.2348165607531065e-13,6.679152238144362e-14,2.9414252948982622e-12,9.076800903922726e-13,4.0186116228105936e-12,3.6125784382789607e-13,7.316576823589531e-14,4.058297826625913e-12,6.645067525007805e-13,1.7731485226345487e-12,3.5019304368192036e-13,2.97769772065743e-13,3.3804162713619305e-12,6.685016367849482e-13,2.2945856560722534e-12,2.9286727059412807e-13,2.0741711811627736e-13,2.147737471340588e-12,8.017604341317309e-13,1.920936769105334e-12,4.823563631585995e-13,3.6654662439990496e-13,2.093800100686113e-12,8.807734467744146e-13,2.6906026377781356e-12,5.561368018346439e-13,4.10977155448843e-13,1.8321849597286715e-12,9.33983539617448e-13,2.28056725869842e-12,3.739996734462605e-13,1.2286864849920726e-13,2.172409990191082e-12,1.008476589573744e-12,3.7583268036253036e-12,5.743692077067871e-13,2.2353538993385446e-13,2.517537941955945e-12,8.66307563296331e-13,1.5905298367480288e-12,2.7293961003796206e-13,4.253445528866895e-14,2.1843200438218294e-12,6.489408058441984e-13,1.1004234440006854e-12,2.7791063679684997e-13,4.2986316182559764e-14,1.985992642807606e-12,7.258574102533322e-13,3.1804297148829852e-12,2.477254098749802e-13,3.956449630461377e-14
sub-072,3.51246928391498e-11,3.3894855403634204e-12,9.505563620051094e-13,2.5471641949874083e-13,8.897223502872396e-14,2.8870882409246317e-11,3.680228647911949e-12,1.0559202218511669e-12,2.594298896956249e-13,7.1658615189286e-14,2.1640053949106712e-11,3.130490245283686e-12,9.097290730265652e-13,2.4691380151570955e-13,9.690096095982386e-14,1.2774549652653139e-11,2.8863717619947443e-12,9.768533241533089e-13,3.287898237744418e-13,2.445094022081228e-13,7.179693329122831e-12,2.1957430259429037e-12,6.672676572449133e-13,2.1901405763188812e-13,1.1117101860312344e-13,6.387010452207105e-12,2.1565375573851233e-12,7.123941489083172e-13,2.1322132733776158e-13,1.1428172984110816e-13,1.3586554645927641e-11,3.1684959016265624e-12,8.630956132951257e-13,1.9864571243404577e-13,3.3170233042004276e-14,1.3807662633319982e-11,3.27990273606634e-12,8.891761650018451e-13,1.967943064516591e-13,3.70973446394428e-14,2.198482366540912e-11,3.1297424552615114e-12,9.03831100764834e-13,1.5366489287159656e-13,3.610904464717138e-14,2.3649097001596148e-11,2.9565856216962527e-12,8.458104446516716e-13,1.5966849698374583e-13,4.7159902040202696e-14,2.6547754865983827e-11,3.3329267005856428e-12,8.132085644103578e-13,2.833908528181194e-13,2.0830453154276536e-13,1.913156788499545e-11,3.3654571697536575e-12,9.315906164240243e-13,2.516605730311366e-13,1.9187773113126261e-13,1.5195974578720746e-11,4.046838591422059e-12,7.726711171548786e-13,1.8457981257248675e-13,8.750842494607179e-14,9.884228768793925e-12,4.444994034159751e-12,1.158019782232291e-12,2.0026579703412734e-13,8.024271839653344e-14,2.5802613620550443e-11,5.4169839392922016e-12,1.2077950578091457e-12,1.763009235375476e-13,5.878699407736593e-14,2.408566680644438e-11,4.880769547396782e-12,1.2097584627008744e-12,2.0491464708821268e-13,1.0666228147877998e-13,2.14579449581421e-11,3.854743309428599e-12,1.0128419894027647e-12,2.2349782734674867e-13,3.447114282459748e-14,1.064283182781096e-11,2.3423484061668305e-12,8.3403537297222e-13,2.2520899859409945e-13,3.7212125419671656e-14,2.3017393873794388e-11,2.2761316369733764e-12,8.050404341515388e-13,2.041679575607602e-13,3.0845661452407e-14
sub-073,1.3771512123643173e-12,3.750941454277765e-13,7.156449639736559e-13,5.061979616454006e-14,2.5959246018747637e-14,1.308748976669547e-12,3.6127539363395265e-13,5.760346561463595e-13,4.843094632371369e-14,2.677479559124595e-14,1.6836388671086788e-12,5.556531068473872e-13,7.618048354344726e-13,6.550229939354468e-14,3.2782894448367324e-14,4.544096088521263e-12,4.916947907752975e-13,6.569275412466778e-13,9.621715363695609e-14,7.232071120497939e-14,9.524983017577165e-13,3.109549499122928e-13,5.864750010172909e-13,6.049773090888918e-14,2.950686939077202e-14,9.885677706740474e-13,3.0094909300386514e-13,4.3828275114815375e-13,1.2203552205508775e-13,9.641993819219428e-14,1.1243656947500803e-12,3.570815078345124e-13,6.014683779949146e-13,6.887748064941464e-14,2.3033788927009894e-14,9.494338028640992e-13,3.8229106884914514e-13,8.391868227670965e-13,6.749690705792894e-14,2.0365441002957177e-14,2.343250512720063e-12,7.719094841221512e-13,1.8779097114029314e-12,1.0431052770413179e-13,4.3959845867738564e-14,3.3228880715801957e-12,9.586828124530802e-13,3.3154890339534654e-12,9.912342273959353e-14,2.862548327952481e-14,5.9985592480161485e-12,9.934835315433508e-13,9.031484080253368e-13,9.483710840783146e-14,5.1232786059324205e-14,5.126524339375369e-12,6.978441713953688e-13,7.257784812763327e-13,1.130040505931005e-13,8.333520250546124e-14,2.7350943301739435e-12,6.578411983892879e-13,7.889665139179502e-13,1.5406230715036287e-13,1.5055757575983737e-13,1.712576733238785e-12,5.792840017240504e-13,9.189701341550589e-13,1.548241532564268e-13,1.52230926007135e-13,1.054638311607274e-12,5.790721555266989e-13,1.4868402219054574e-12,1.2071921568810652e-13,6.319268076122385e-14,6.834595377151114e-12,1.0530072756188795e-12,2.478890800637041e-12,1.0454414554634847e-13,3.224366735799733e-14,2.281738957384635e-12,8.517636780865147e-13,9.634451792399262e-13,6.967948895931796e-14,2.364888860051673e-14,1.5588847439721315e-11,8.910457444129357e-13,9.63682927831795e-13,9.647087895583234e-14,3.078270335095178e-14,1.338407380694176e-12,4.105858335073455e-13,7.264020812412735e-13,5.2770581817498886e-14,1.5960830703222138e-14
sub-074,5.504961279305659e-12,1.4304836584887278e-12,1.2061636399739892e-12,1.4147018903043692e-13,8.476372237542525e-14,4.1894404406875585e-12,7.638173693135281e-13,9.43511914260274e-13,1.164765873462997e-13,7.77384193284917e-14,7.660629174019878e-12,9.807447180665273e-13,9.36249351078651e-13,1.0734603747949281e-13,4.327150252932593e-14,7.344433774061551e-12,6.999694850563468e-13,8.056072268617982e-13,1.24994345089715e-13,7.968851557190108e-14,2.4750479398285086e-12,4.631388625611694e-13,6.886909261069234e-13,9.326275601314126e-14,3.747846444504215e-14,5.502156977898857e-12,6.736880171018018e-13,5.969706096968131e-13,1.7444948056123485e-13,1.2880257366943206e-13,2.5156690485479553e-12,5.186445039266123e-13,8.589034751304597e-13,1.0613679927574724e-13,4.8810511237942725e-14,6.9242896417709496e-12,1.4513457209787524e-12,1.746187660318632e-12,2.9907780779653817e-13,3.155766147472244e-13,3.435174688323594e-12,8.927472673945424e-13,2.0037952652621496e-12,1.5101449935714238e-13,8.727988457517828e-14,1.7648840580942956e-11,2.4686127451729252e-12,3.712653683976912e-12,3.0511442928211504e-13,2.2909901781619123e-13,6.531522338743837e-12,1.7042656898478467e-12,1.1829683580685305e-12,1.481338117964249e-13,8.187840675049595e-14,1.3052125340311738e-11,1.0439398334098833e-12,9.299301983845548e-13,1.7419761782106173e-13,1.3385141158213564e-13,3.466382802949107e-12,8.138192410737286e-13,9.695655793154987e-13,2.0689196804103737e-13,2.0770039515157512e-13,2.070673979097216e-11,3.0462165696641175e-12,1.3684718145359835e-12,5.063595919587245e-13,8.160622826213405e-13,2.7729409569908917e-12,6.738322624760038e-13,1.6338484880051885e-12,2.067347122789957e-13,1.532719244086634e-13,7.307447884852557e-12,1.3610686279459912e-12,3.065331018692235e-12,1.5980588669609407e-13,7.685173884295542e-14,2.0926379301576527e-12,1.0468259125711365e-12,1.0643634368560309e-12,9.127906448404551e-14,2.7265071490666363e-14,2.0209335031756166e-11,1.6992083489268015e-12,1.1500640605650601e-12,1.4758818342795478e-13,4.2224077737433056e-14,4.033990498144297e-12,5.479243229160404e-13,8.80198172958053e-13,7.699637440597995e-14,2.6671249031981775e-14
sub-075,2.7957825025461312e-11,2.680581321870669e-12,3.3952041765675718e-12,4.070052793405843e-12,4.031734965738329e-12,1.2026367008146483e-11,1.9930143786624576e-12,3.1172723132120024e-12,4.940543774806785e-12,4.3176803437105165e-12,3.4490376611547053e-12,8.677182847897125e-13,2.4377274454554694e-12,1.2074931488424114e-12,1.2213744780817495e-12,4.4147949093498095e-12,1.0284142067356617e-12,2.431586580544828e-12,1.7501774736587162e-12,1.4158489866715002e-12,9.175034897603957e-13,7.040838213329759e-13,1.7018152030048509e-12,6.418131274863082e-13,6.19755610041028e-13,1.5921216218199546e-12,1.0878231564887936e-12,2.0407837183086087e-12,4.990860180063385e-13,3.1807922340485903e-13,1.2608611073109534e-12,1.3384567456548694e-12,2.531087497471164e-12,3.437053230394295e-13,9.250141270612586e-14,1.5150121895110185e-12,1.3912821121279375e-12,2.94228245761088e-12,3.447501402796308e-13,7.748364190980567e-14,3.0743440878540845e-12,3.0112934760676064e-12,1.1726503193557987e-11,8.268322487406183e-13,1.613660364351858e-13,3.401631964908931e-12,2.762562425262634e-12,1.319503052050418e-11,6.774221325417689e-13,1.2805497817023868e-13,4.2148243695207586e-12,2.2738286543717427e-12,2.7822650322547455e-12,7.339238680944128e-13,6.945720412168348e-13,2.7979661742204484e-12,1.4439079695825705e-12,1.939528066714802e-12,3.686241488365252e-13,2.532446639762685e-13,2.1447037746184053e-12,3.1578024819857026e-12,2.555076139739083e-12,5.80956018951501e-13,2.937464168068528e-13,5.067038696842731e-12,3.1539519338928336e-12,2.108339768438235e-12,7.011987476806032e-13,4.923432919040997e-13,2.3604614772489565e-12,2.0146593461957227e-12,6.20141918419053e-12,5.941589909921143e-13,1.8743189092312737e-13,3.112212403912569e-12,2.4382909495545275e-12,1.3941657611670356e-11,7.762019582839406e-13,2.3548707692763483e-13,1.4409346884634207e-12,5.674811578630113e-13,2.5167341892442766e-12,3.5903474326207365e-13,1.5792238927885927e-13,1.5610227282770086e-12,1.1625086160554786e-12,2.9353078241038143e-12,5.148556315963145e-13,1.0495350750914498e-13,1.7219035106002898e-12,1.533237428262309e-12,2.6751943433472773e-12,3.0389603054244456e-13,6.903906016135004e-14
sub-076,6.171744254108664e-12,8.797817564998234e-13,1.2113678763257137e-12,2.226400103932111e-12,1.7077021390565719e-12,1.5135784295128377e-12,3.77874130487385e-13,3.5373930979613477e-13,3.101245552438113e-13,1.6364792938946608e-13,3.942633506496306e-12,1.0867157334920852e-12,8.810143147729417e-13,1.0637478175689405e-12,8.557240360835492e-13,2.1718067835219935e-12,5.997149095844114e-13,4.876202854315033e-13,5.597789310871883e-13,3.8901788142010273e-13,2.520020904862895e-12,5.194130201204677e-13,4.561433760131697e-13,3.2966744541567613e-13,1.3296320766055338e-13,1.9886354236163705e-12,7.911920721534501e-13,5.624881106953647e-13,5.803624129171713e-13,2.8175366280559914e-13,8.033596464242094e-12,9.972433636680065e-13,8.571376440582335e-13,5.002175298898044e-13,2.7032236156813056e-13,8.560906644452393e-12,1.2179273976356092e-12,1.0161888782467753e-12,5.5658090339021e-13,1.9724097317058724e-13,1.2471448696829602e-11,2.1363651680446883e-12,1.253463968359217e-12,6.438946234856628e-13,4.74881850087351e-13,1.340973000761876e-11,2.8167562431075943e-12,1.2729997305201446e-12,5.512824272818182e-13,3.868077539874663e-13,2.315925617840826e-12,5.009827775252534e-13,4.662459890694146e-13,3.773602970510572e-13,2.2597809924592842e-13,5.7645159706619125e-12,8.071508613148887e-13,6.343067576021541e-13,5.112127939329104e-13,2.7694880688281474e-13,2.0330133329922493e-12,5.809745025907447e-13,5.765124403919561e-13,3.610756088248374e-13,1.9521618137133225e-13,1.6203267333916828e-12,8.818853126556486e-13,7.455202843534748e-13,4.0987178532301857e-13,2.1477246708318178e-13,3.4008053063647207e-12,1.0834746120765957e-12,9.286754511188337e-13,5.119381093057948e-13,3.012580973644251e-13,3.033743069057334e-12,1.8144806306285752e-12,1.1931059000652253e-12,4.66717446439084e-13,2.3961540114181314e-13,2.1326272774815043e-12,1.6566474561694123e-12,9.622788577941325e-13,9.292860703521969e-13,6.337255198395766e-13,3.2519954344368925e-12,1.5031063664736395e-12,1.0607673770146596e-12,8.58356565585553e-13,4.969314933083243e-13,1.1669792664902426e-11,1.1884712647069062e-12,6.292516103469323e-13,4.3569956365050105e-13,2.465710339545084e-13
sub-077,1.9665826024663866e-12,1.8291642774863166e-13,2.3300384868496515e-13,1.3854539280519305e-13,1.385749742132906e-13,4.425899920501796e-12,4.5053425401356336e-13,4.699980278746448e-13,1.7789702038830666e-13,1.440082049522891e-13,1.6813841999498714e-12,2.5783116718721186e-13,2.499625366362347e-13,5.803344265004377e-13,7.77279388420089e-13,2.429817836266814e-12,2.7977964496441957e-13,2.446083229620659e-13,2.8274592008517144e-13,4.191735188480962e-13,6.829058480529715e-13,1.6517430284547346e-13,1.4094843758989955e-13,1.1359093623565824e-13,1.3043399601755953e-13,9.043082021051311e-13,1.653633190230674e-13,1.5660911316742342e-13,1.2939572274639213e-13,1.537389563633013e-13,1.6547228266672292e-12,2.1333972591350638e-13,2.690739698203043e-13,1.0262919849205694e-13,6.974031990409378e-14,1.894800009111943e-12,2.5346793632819693e-13,2.360470175028179e-13,1.043669327669412e-13,7.137505129338194e-14,3.165541687371957e-12,3.1092233096096493e-13,6.59629549031157e-13,2.120418296613921e-13,1.086105115731297e-13,3.739336778212957e-12,3.6130023670756205e-13,9.198229771775198e-13,2.343296493398684e-13,1.0296961480523749e-13,5.348368119638359e-12,4.960561363832725e-13,5.280818478876662e-13,1.3330055425078001e-12,2.0263802317078417e-12,7.870827987916811e-12,4.525831564512891e-13,3.6416739883336955e-13,2.842317335959276e-13,3.388220971952238e-13,2.4585893506028615e-12,3.0182960901796626e-13,3.1573121697801934e-13,4.429997662507783e-13,2.8568354063055795e-13,1.4753445825639825e-12,2.2839970153055035e-13,2.93588522636294e-13,2.322443211943455e-13,2.2995484224397246e-13,3.3322892748219002e-12,3.45770451158667e-13,5.25283949960717e-13,2.1116079609476743e-13,1.3768964745740663e-13,2.102751708230057e-12,2.6907555552125803e-13,4.641514134900912e-13,1.5220587452352408e-13,8.978602428243637e-14,1.5636116826311299e-12,2.078836604394401e-13,1.4898285766803907e-13,6.670110170444503e-14,5.5434972946616184e-14,2.23611723548984e-12,2.3813559100079275e-13,1.1582550147029657e-13,4.544047425325043e-14,5.254340484657046e-14,1.5819192370692614e-12,2.1311165061300178e-13,2.341690730411602e-13,8.07436745317883e-14,6.28514393463246e-14
sub-078,2.3858288597670204e-11,8.054672872810209e-13,7.891949034111615e-13,7.835317454181381e-13,7.198572208833871e-13,2.7280084723622225e-11,7.86766575165764e-13,5.225733246275962e-13,4.775684264132776e-13,3.3879478921118173e-13,9.528192778279978e-12,4.21206565580901e-13,3.788543311088301e-13,3.3236138135759063e-13,2.59813117327472e-13,8.007136924095077e-12,5.429574467681634e-13,4.2699114294870335e-13,3.677433646657165e-13,2.7750504796526955e-13,4.504206500257199e-12,2.694556137918683e-13,2.781954467940658e-13,1.780228047223629e-13,8.76327236976842e-14,2.664945949581427e-12,2.346607419327686e-13,2.704473741170335e-13,1.952561819786338e-13,1.1298095639375773e-13,3.190759438955537e-12,2.765927194105517e-13,2.86193321844066e-13,1.631878567010752e-13,4.063585865342339e-14,1.1476786181321027e-11,3.006382933437247e-13,2.461356370415677e-13,1.370992147166288e-13,3.5550109445874675e-14,5.500318868702088e-12,5.634793778001757e-13,4.548400114869852e-13,1.9024147369173093e-13,3.9835236301949603e-14,6.514934668218664e-12,4.602170145363804e-13,4.2709476607829995e-13,1.79524590272668e-13,4.305691516415589e-14,1.530602895319227e-11,8.951740151694029e-13,6.299594713860276e-13,2.541902502070135e-13,1.9196269871392576e-13,1.9496939492058134e-11,1.4041440469105091e-12,8.692454376661919e-13,3.369671711257777e-13,1.5824145280000425e-13,4.007316334221737e-12,5.505313126503442e-13,7.390619200982806e-13,6.60828801233375e-13,5.476148836415832e-13,4.082313571585973e-12,4.5214237742829253e-13,6.714593469363725e-13,3.423606072561337e-13,2.1569056810100957e-13,3.5274537031208927e-12,5.380866584791244e-13,5.876573328893316e-13,2.6779645440986287e-13,1.0226574092683097e-13,3.1115931604410274e-12,2.501898151360316e-13,3.4469159491947554e-13,1.7771520754059228e-13,4.9364410015398216e-14,4.65909595897831e-12,4.0488269118635703e-13,2.4027470202597977e-13,1.252236361762512e-13,3.3104491400429883e-14,2.8091868797346e-12,3.238136457951507e-13,2.0311061320492003e-13,1.2439351178822635e-13,2.7367741958674894e-14,4.6906331299940375e-12,2.5343257244838705e-13,1.7984587584364466e-13,9.604403632238023e-14,2.4099140350058658e-14
sub-079,3.1872714010142364e-11,1.7293721620538526e-12,2.6095164742049255e-12,3.450111888522488e-12,2.4663685359755607e-12,4.982807410596482e-11,1.6614485827455057e-12,3.0517546964933387e-12,3.9849986145582734e-12,2.8330848324974583e-12,4.125242879943573e-12,6.893925348907417e-13,1.320644994507491e-12,7.618983172272038e-13,5.0351521949822e-13,1.2058289782400264e-11,7.840753852047238e-13,1.6028576232019936e-12,1.5159232092817897e-12,1.3929385527322172e-12,1.8091540638688724e-12,3.4289917967192974e-13,6.296946988624442e-13,2.6950314850975987e-13,1.7466059176084285e-13,1.7538242175781782e-12,4.0226250616555097e-13,7.288177270813168e-13,5.060581299399097e-13,3.7009127465642436e-13,2.7484978322776948e-12,4.074428010355515e-13,1.2737693399014155e-12,1.990273981603862e-13,6.255702333723911e-14,3.625143111123789e-12,4.68929895501074e-13,1.6929667105669243e-12,2.2248439463028525e-13,7.752736805725017e-14,5.480971451915083e-12,7.23189008563516e-13,6.515842199033358e-12,3.159465410906786e-13,9.905712567432102e-14,5.8643736613702745e-12,8.563322220603087e-13,7.465311007757076e-12,4.749586887041872e-13,2.1528670135189027e-13,8.763033876632824e-12,1.0810791375341965e-12,1.8716125411701755e-12,1.1382142716798377e-12,1.1002035153101653e-12,1.0893236927934705e-11,1.0517743145073187e-12,1.7033975655374791e-12,6.037650784463961e-13,5.182589502963372e-13,3.5301985422168428e-12,7.196215997719447e-13,1.4850750231798774e-12,3.88145157611718e-13,3.396923506099424e-13,3.946222133670353e-12,7.18600728282383e-13,1.3348183537175686e-12,5.594753173234878e-13,6.608913806325705e-13,3.767789089141778e-12,6.441306989794162e-13,2.0191426474471338e-12,3.623483389270874e-13,1.6319830657526495e-13,4.352979121924371e-12,7.243757790381404e-13,3.3180949662047223e-12,4.3321742847488506e-13,2.806957547794452e-13,2.517421472764397e-12,5.193099852961065e-13,1.1210388815770488e-12,2.079033058960648e-13,1.0674760868768659e-13,2.1323258433833913e-12,3.2979272479567176e-13,4.72709055549195e-13,1.4492951796426803e-13,5.834052217151704e-14,2.7908258780399576e-12,3.511997765110173e-13,1.6652058342448407e-12,1.4136940561443417e-13,5.1216803403463e-14
